player_name,rounds_played_ct,rounds_played_t,awpy_rounds_ct,awpy_rounds_t,kills_ct,kills_t,deaths_ct,deaths_t,kpr_ct,kpr_t,dpr_ct,dpr_t,kdr_ct,kdr_t,survival_rate_ct,survival_rate_t,damage_ct,damage_t,awpy_damage_ct,awpy_damage_t,damage_taken_ct,damage_taken_t,damage_per_round_ct,damage_per_round_t,damage_taken_per_round_ct,damage_taken_per_round_t,damage_diff_per_round_ct,damage_diff_per_round_t,util_damage_ct,util_damage_t,util_damage_per_round_ct,util_damage_per_round_t,adr_ct,adr_t,kast_rounds_ct,kast_rounds_t,kast_ct,kast_t,impact_ct,impact_t,rating_ct,rating_t,assists_ct,assists_t,assists_per_round_ct,assists_per_round_t,flash_assists_ct,flash_assists_t,flash_assists_per_round_ct,flash_assists_per_round_t,trade_kills_ct,trade_kills_t,traded_deaths_ct,traded_deaths_t,trade_kill_rate_ct,trade_kill_rate_t,death_traded_rate_ct,death_traded_rate_t,trade_participation_ct,trade_participation_t,opening_kills_ct,opening_kills_t,opening_deaths_ct,opening_deaths_t,opening_kill_rate_ct,opening_kill_rate_t,opening_death_rate_ct,opening_death_rate_t,opening_duel_attempts_ct,opening_duel_attempts_t,opening_duel_success_ct,opening_duel_success_t,rounds_with_2k_ct,rounds_with_2k_t,rounds_with_3k_ct,rounds_with_3k_t,rounds_with_4k_ct,rounds_with_4k_t,rounds_with_5k_ct,rounds_with_5k_t,multi_kill_rounds_ct,multi_kill_rounds_t,multi_kill_rate_ct,multi_kill_rate_t,rifle_kills_ct,rifle_kills_t,awp_kills_ct,awp_kills_t,smg_kills_ct,smg_kills_t,pistol_kills_ct,pistol_kills_t,shotgun_kills_ct,shotgun_kills_t,scout_kills_ct,scout_kills_t,util_kills_ct,util_kills_t,rifle_kill_share_ct,rifle_kill_share_t,awp_kill_share_ct,awp_kill_share_t,grenades_thrown_ct,grenades_thrown_t,he_grenades_thrown_ct,he_grenades_thrown_t,flashbangs_thrown_ct,flashbangs_thrown_t,smokes_thrown_ct,smokes_thrown_t,fire_nades_thrown_ct,fire_nades_thrown_t,decoys_thrown_ct,decoys_thrown_t,grenades_per_round_ct,grenades_per_round_t,he_grenades_per_round_ct,he_grenades_per_round_t,flashbangs_per_round_ct,flashbangs_per_round_t,smokes_per_round_ct,smokes_per_round_t,fire_nades_per_round_ct,fire_nades_per_round_t,decoys_per_round_ct,decoys_per_round_t,rounds_played_total,pc1,pc2,cluster
KSCERATO,120,112,120,112,97,89,63,73,0.8083333333333333,0.7946428571428571,0.525,0.6517857142857143,1.5396825396825398,1.2191780821917808,0.475,0.3482142857142857,12854.0,11878.0,10367.0,9217.0,9963.0,10494.0,107.11666666666666,106.05357142857143,83.025,93.69642857142857,24.091666666666665,12.357142857142858,717.0,697.0,5.975,6.223214285714286,86.39166666666667,82.29464285714286,97,86,80.83333333333333,76.78571428571429,1.41675,1.3759821428571428,1.3717897666666667,1.24370975,30,21,0.25,0.1875,2,3,0.016666666666666666,0.026785714285714284,18,25,12,20,0.18556701030927836,0.2808988764044944,0.19047619047619047,0.273972602739726,0.25,0.4017857142857143,20,8,10,9,0.20618556701030927,0.0898876404494382,0.15873015873015872,0.1232876712328767,30,17,0.6666666666666666,0.47058823529411764,24,20,10,5,2,1,1,0,24,20,0.2,0.17857142857142858,78,70,1,0,4,2,13,14,0,0,0,0,1,1,0.8041237113402062,0.7865168539325843,0.010309278350515464,0.0,283,252,73,45,65,62,89,78,55,66,1,1,2.3583333333333334,2.25,0.6083333333333333,0.4017857142857143,0.5416666666666666,0.5535714285714286,0.7416666666666667,0.6964285714285714,0.4583333333333333,0.5892857142857143,0.008333333333333333,0.008928571428571428,232,7.545684633321315,-0.4013455949144049,0
Kvem,38,36,38,36,26,15,35,27,0.6842105263157895,0.4166666666666667,0.9210526315789473,0.75,0.7428571428571429,0.5555555555555556,0.07894736842105263,0.25,4382.0,2531.0,3315.0,2250.0,4447.0,3794.0,115.3157894736842,70.30555555555556,117.02631578947368,105.38888888888889,-1.7105263157894737,-35.083333333333336,98.0,59.0,2.5789473684210527,1.6388888888888888,87.23684210526316,62.5,22,20,57.89473684210526,55.55555555555556,1.19,0.5708333333333333,0.9127548421052633,0.6496072222222223,9,8,0.23684210526315788,0.2222222222222222,0,1,0.0,0.027777777777777776,7,6,5,7,0.2692307692307692,0.4,0.14285714285714285,0.25925925925925924,0.3157894736842105,0.3611111111111111,5,1,4,7,0.19230769230769232,0.06666666666666667,0.11428571428571428,0.25925925925925924,9,8,0.5555555555555556,0.125,7,4,1,0,0,0,0,0,7,4,0.18421052631578946,0.1111111111111111,16,13,0,0,0,1,10,1,0,0,0,0,0,0,0.6153846153846154,0.8666666666666667,0.0,0.0,47,58,8,11,11,22,18,12,10,13,0,0,1.236842105263158,1.6111111111111112,0.21052631578947367,0.3055555555555556,0.2894736842105263,0.6111111111111112,0.47368421052631576,0.3333333333333333,0.2631578947368421,0.3611111111111111,0.0,0.0,74,-9.766905866045295,0.03860257388447811,1
Lucky,63,55,63,55,33,49,48,37,0.5238095238095238,0.8909090909090909,0.7619047619047619,0.6727272727272727,0.6875,1.3243243243243243,0.23809523809523808,0.32727272727272727,4794.0,6453.0,4085.0,5065.0,6961.0,5420.0,76.0952380952381,117.32727272727273,110.4920634920635,98.54545454545455,-34.3968253968254,18.78181818181818,453.0,571.0,7.190476190476191,10.381818181818181,64.84126984126983,92.0909090909091,44,42,69.84126984126983,76.36363636363636,0.8628571428571429,1.6243636363636362,0.7478141587301587,1.3693626909090906,13,14,0.20634920634920634,0.2545454545454545,3,0,0.047619047619047616,0.0,12,9,15,12,0.36363636363636365,0.1836734693877551,0.3125,0.32432432432432434,0.42857142857142855,0.38181818181818183,3,10,5,4,0.09090909090909091,0.20408163265306123,0.10416666666666667,0.10810810810810811,8,14,0.375,0.7142857142857143,9,14,3,3,0,2,0,1,9,14,0.14285714285714285,0.2545454545454545,26,43,0,0,0,0,6,5,0,0,0,0,1,0,0.7878787878787878,0.8775510204081632,0.0,0.0,155,131,43,38,45,30,36,23,31,40,0,0,2.4603174603174605,2.381818181818182,0.6825396825396826,0.6909090909090909,0.7142857142857143,0.5454545454545454,0.5714285714285714,0.41818181818181815,0.49206349206349204,0.7272727272727273,0.0,0.0,118,-1.7206326707088422,-3.5212449212265766,-1
MAJ3R,92,89,92,89,49,53,50,62,0.532608695652174,0.5955056179775281,0.5434782608695652,0.6966292134831461,0.98,0.8548387096774194,0.45652173913043476,0.30337078651685395,6459.0,7341.0,5192.0,5908.0,7504.0,8492.0,70.20652173913044,82.48314606741573,81.56521739130434,95.41573033707866,-11.358695652173912,-12.932584269662922,613.0,241.0,6.663043478260869,2.707865168539326,56.43478260869565,66.38202247191012,70,58,76.08695652173913,65.1685393258427,0.811195652173913,0.9622471910112358,0.9808471304347826,0.9095079550561797,19,22,0.20652173913043478,0.24719101123595505,5,14,0.05434782608695652,0.15730337078651685,11,11,11,10,0.22448979591836735,0.20754716981132076,0.22,0.16129032258064516,0.2391304347826087,0.23595505617977527,5,4,1,5,0.10204081632653061,0.07547169811320754,0.02,0.08064516129032258,6,9,0.8333333333333334,0.4444444444444444,9,14,1,2,0,0,0,0,9,14,0.09782608695652174,0.15730337078651685,32,35,0,1,11,0,5,15,0,0,0,0,1,2,0.6530612244897959,0.660377358490566,0.0,0.018867924528301886,241,279,43,16,67,121,82,83,49,59,0,0,2.619565217391304,3.134831460674157,0.4673913043478261,0.1797752808988764,0.7282608695652174,1.3595505617977528,0.8913043478260869,0.9325842696629213,0.532608695652174,0.6629213483146067,0.0,0.0,181,-0.60388895044603,-0.3487053690412448,-1
MATYS,91,115,91,115,80,86,52,84,0.8791208791208791,0.7478260869565218,0.5714285714285714,0.7304347826086957,1.5384615384615385,1.0238095238095237,0.42857142857142855,0.26956521739130435,10728.0,12237.0,8177.0,8969.0,7428.0,11068.0,117.89010989010988,106.40869565217392,81.62637362637362,96.24347826086957,36.26373626373626,10.165217391304347,1085.0,192.0,11.923076923076923,1.6695652173913043,89.85714285714286,77.99130434782609,78,78,85.71428571428571,67.82608695652173,1.5681318681318677,1.2667826086956522,1.4200795604395604,1.079417356521739,26,22,0.2857142857142857,0.19130434782608696,4,3,0.04395604395604396,0.02608695652173913,14,22,12,24,0.175,0.2558139534883721,0.23076923076923078,0.2857142857142857,0.2857142857142857,0.4,9,9,11,22,0.1125,0.10465116279069768,0.21153846153846154,0.2619047619047619,20,31,0.45,0.2903225806451613,21,27,9,7,1,2,0,0,21,27,0.23076923076923078,0.23478260869565218,54,69,0,0,5,3,18,12,0,0,0,0,1,0,0.675,0.8023255813953488,0.0,0.0,232,234,57,10,58,81,56,73,61,70,0,0,2.5494505494505493,2.034782608695652,0.6263736263736264,0.08695652173913043,0.6373626373626373,0.7043478260869566,0.6153846153846154,0.6347826086956522,0.6703296703296703,0.6086956521739131,0.0,0.0,206,6.096648579349578,-0.49189712995593005,0
Maka,63,55,63,55,37,23,47,35,0.5873015873015873,0.41818181818181815,0.746031746031746,0.6363636363636364,0.7872340425531915,0.6571428571428571,0.25396825396825395,0.36363636363636365,5341.0,3809.0,3645.0,3032.0,7419.0,5262.0,84.77777777777777,69.25454545454545,117.76190476190476,95.67272727272727,-32.98412698412698,-26.418181818181818,377.0,492.0,5.984126984126984,8.945454545454545,57.857142857142854,55.127272727272725,50,37,79.36507936507937,67.27272727272727,0.9342857142857143,0.6178181818181819,0.946572888888889,0.7812210181818182,14,16,0.2222222222222222,0.2909090909090909,7,4,0.1111111111111111,0.07272727272727272,9,9,6,9,0.24324324324324326,0.391304347826087,0.1276595744680851,0.2571428571428571,0.23809523809523808,0.32727272727272727,6,3,4,7,0.16216216216216217,0.13043478260869565,0.0851063829787234,0.2,10,10,0.6,0.3,5,3,0,0,0,0,0,0,5,3,0.07936507936507936,0.05454545454545454,11,12,13,4,0,0,12,5,0,0,1,0,0,1,0.2972972972972973,0.5217391304347826,0.35135135135135137,0.17391304347826086,174,217,45,25,49,65,40,84,39,42,1,1,2.761904761904762,3.9454545454545453,0.7142857142857143,0.45454545454545453,0.7777777777777778,1.1818181818181819,0.6349206349206349,1.5272727272727273,0.6190476190476191,0.7636363636363637,0.015873015873015872,0.01818181818181818,118,-4.981310447089013,-0.891062908640968,-1
MartinezSa,61,59,61,59,55,29,37,40,0.9016393442622951,0.4915254237288136,0.6065573770491803,0.6779661016949152,1.4864864864864864,0.725,0.39344262295081966,0.3220338983050847,8537.0,4134.0,5538.0,2876.0,5124.0,5959.0,139.95081967213116,70.0677966101695,84.0,101.0,55.950819672131146,-30.93220338983051,51.0,51.0,0.8360655737704918,0.864406779661017,90.78688524590164,48.74576271186441,49,41,80.32786885245902,69.49152542372882,1.579344262295082,0.7223728813559321,1.3988089836065574,0.8085400677966103,10,12,0.16393442622950818,0.2033898305084746,0,7,0.0,0.11864406779661017,5,9,9,7,0.09090909090909091,0.3103448275862069,0.24324324324324326,0.175,0.22950819672131148,0.2711864406779661,13,3,4,2,0.23636363636363636,0.10344827586206896,0.10810810810810811,0.05,17,5,0.7647058823529411,0.6,15,5,4,4,0,0,0,0,15,5,0.2459016393442623,0.0847457627118644,14,10,31,9,0,0,7,10,0,0,1,0,0,0,0.2545454545454545,0.3448275862068966,0.5636363636363636,0.3103448275862069,91,130,14,0,25,59,27,50,25,21,0,0,1.4918032786885247,2.2033898305084745,0.22950819672131148,0.0,0.4098360655737705,1.0,0.4426229508196721,0.847457627118644,0.4098360655737705,0.3559322033898305,0.0,0.0,120,-3.9486859392895672,8.223992772875082,-1
NAF,42,44,42,44,23,25,28,39,0.5476190476190477,0.5681818181818182,0.6666666666666666,0.8863636363636364,0.8214285714285714,0.6410256410256411,0.3333333333333333,0.11363636363636363,3896.0,3724.0,3235.0,2885.0,3815.0,4596.0,92.76190476190476,84.63636363636364,90.83333333333333,104.45454545454545,1.9285714285714286,-19.818181818181817,73.0,253.0,1.7380952380952381,5.75,77.02380952380952,65.56818181818181,32,28,76.19047619047619,63.63636363636363,0.8964285714285714,0.9147727272727273,0.9806209523809523,0.7651477272727271,14,12,0.3333333333333333,0.2727272727272727,0,2,0.0,0.045454545454545456,7,11,9,8,0.30434782608695654,0.44,0.32142857142857145,0.20512820512820512,0.38095238095238093,0.4318181818181818,5,1,4,7,0.21739130434782608,0.04,0.14285714285714285,0.1794871794871795,9,8,0.5555555555555556,0.125,6,5,1,1,0,1,0,0,6,5,0.14285714285714285,0.11363636363636363,14,14,0,0,1,4,6,5,1,0,0,0,0,1,0.6086956521739131,0.56,0.0,0.0,100,121,25,21,19,41,32,31,24,26,0,2,2.380952380952381,2.75,0.5952380952380952,0.4772727272727273,0.4523809523809524,0.9318181818181818,0.7619047619047619,0.7045454545454546,0.5714285714285714,0.5909090909090909,0.0,0.045454545454545456,86,-6.540314721139825,-2.5199667720010366,-1
NertZ,91,115,91,115,73,81,51,83,0.8021978021978022,0.7043478260869566,0.5604395604395604,0.7217391304347827,1.4313725490196079,0.9759036144578314,0.43956043956043955,0.2782608695652174,10240.0,11060.0,8060.0,8247.0,7753.0,11797.0,112.52747252747253,96.17391304347827,85.1978021978022,102.58260869565217,27.32967032967033,-6.408695652173913,863.0,480.0,9.483516483516484,4.173913043478261,88.57142857142857,71.71304347826087,76,83,83.51648351648352,72.17391304347827,1.418131868131868,1.1298260869565215,1.3426094505494506,1.0125304,29,21,0.31868131868131866,0.1826086956521739,2,1,0.02197802197802198,0.008695652173913044,11,19,15,24,0.1506849315068493,0.2345679012345679,0.29411764705882354,0.2891566265060241,0.2857142857142857,0.3739130434782609,16,13,11,16,0.2191780821917808,0.16049382716049382,0.21568627450980393,0.1927710843373494,27,29,0.5925925925925926,0.4482758620689655,19,21,7,7,0,2,0,0,19,21,0.2087912087912088,0.1826086956521739,51,68,2,1,5,1,12,9,0,0,0,0,1,0,0.6986301369863014,0.8395061728395061,0.0273972602739726,0.012345679012345678,209,224,67,34,35,57,54,69,53,63,0,1,2.2967032967032965,1.9478260869565218,0.7362637362637363,0.2956521739130435,0.38461538461538464,0.4956521739130435,0.5934065934065934,0.6,0.5824175824175825,0.5478260869565217,0.0,0.008695652173913044,206,4.885929081233989,-1.1892712587483598,0
NiKo,104,125,104,125,73,92,69,83,0.7019230769230769,0.736,0.6634615384615384,0.664,1.0579710144927537,1.108433734939759,0.33653846153846156,0.336,9905.0,13841.0,8144.0,10294.0,9801.0,12872.0,95.24038461538461,110.728,94.24038461538461,102.976,1.0,7.752,955.0,367.0,9.182692307692308,2.936,78.3076923076923,82.352,79,89,75.96153846153847,71.2,1.2176923076923076,1.24504,1.1327548846153843,1.1360818879999999,26,26,0.25,0.208,2,2,0.019230769230769232,0.016,21,24,19,20,0.2876712328767123,0.2608695652173913,0.2753623188405797,0.24096385542168675,0.38461538461538464,0.352,12,11,12,13,0.1643835616438356,0.11956521739130435,0.17391304347826086,0.1566265060240964,24,24,0.5,0.4583333333333333,18,23,4,9,0,1,0,0,18,23,0.17307692307692307,0.184,61,66,0,3,0,1,11,22,0,0,0,0,1,0,0.8356164383561644,0.717391304347826,0.0,0.03260869565217391,243,251,65,34,44,77,74,71,60,68,0,1,2.3365384615384617,2.008,0.625,0.272,0.4230769230769231,0.616,0.7115384615384616,0.568,0.5769230769230769,0.544,0.0,0.008,229,5.339629591066319,-1.8436258603695361,0
SH1R0,166,154,166,154,135,95,88,94,0.8132530120481928,0.6168831168831169,0.5301204819277109,0.6103896103896104,1.5340909090909092,1.0106382978723405,0.46987951807228917,0.38961038961038963,17723.0,14729.0,12513.0,10387.0,13111.0,13215.0,106.76506024096386,95.64285714285714,78.98192771084338,85.81168831168831,27.783132530120483,9.831168831168831,681.0,499.0,4.102409638554217,3.24025974025974,75.37951807228916,67.44805194805195,127,120,76.50602409638554,77.92207792207792,1.352590361445783,0.9383116883116883,1.284383228915663,1.012607792207792,12,31,0.07228915662650602,0.2012987012987013,3,9,0.018072289156626505,0.05844155844155844,26,33,20,21,0.1925925925925926,0.3473684210526316,0.22727272727272727,0.22340425531914893,0.27710843373493976,0.35064935064935066,26,13,10,10,0.1925925925925926,0.1368421052631579,0.11363636363636363,0.10638297872340426,36,23,0.7222222222222222,0.5652173913043478,38,22,10,2,3,0,0,0,38,22,0.2289156626506024,0.14285714285714285,24,48,76,30,8,0,23,17,0,0,1,0,2,0,0.17777777777777778,0.5052631578947369,0.562962962962963,0.3157894736842105,318,343,63,28,95,132,98,127,62,56,0,0,1.9156626506024097,2.227272727272727,0.3795180722891566,0.18181818181818182,0.572289156626506,0.8571428571428571,0.5903614457831325,0.8246753246753247,0.37349397590361444,0.36363636363636365,0.0,0.0,320,9.808336301991186,6.348873379818526,-1
Spinx,95,84,95,84,82,39,57,56,0.8631578947368421,0.4642857142857143,0.6,0.6666666666666666,1.4385964912280702,0.6964285714285714,0.4,0.3333333333333333,10790.0,5318.0,8642.0,4069.0,9020.0,8769.0,113.57894736842105,63.30952380952381,94.94736842105263,104.39285714285714,18.63157894736842,-41.083333333333336,605.0,67.0,6.368421052631579,0.7976190476190477,90.96842105263158,48.44047619047619,79,53,83.15789473684211,63.095238095238095,1.5434736842105263,0.6289285714285714,1.4054993263157896,0.7262544761904761,26,10,0.2736842105263158,0.11904761904761904,3,0,0.031578947368421054,0.0,21,12,13,14,0.25609756097560976,0.3076923076923077,0.22807017543859648,0.25,0.35789473684210527,0.30952380952380953,12,8,5,4,0.14634146341463414,0.20512820512820512,0.08771929824561403,0.07142857142857142,17,12,0.7058823529411765,0.6666666666666666,19,8,7,2,2,1,0,0,19,8,0.2,0.09523809523809523,70,27,0,0,3,0,8,11,0,0,0,0,1,1,0.8536585365853658,0.6923076923076923,0.0,0.0,149,103,45,15,28,25,41,33,35,30,0,0,1.568421052631579,1.2261904761904763,0.47368421052631576,0.17857142857142858,0.29473684210526313,0.2976190476190476,0.43157894736842106,0.39285714285714285,0.3684210526315789,0.35714285714285715,0.0,0.0,179,-0.9717124004315936,0.9544325182522158,2
SunPayus,91,114,91,114,80,72,47,75,0.8791208791208791,0.631578947368421,0.5164835164835165,0.6578947368421053,1.702127659574468,0.96,0.4835164835164835,0.34210526315789475,11780.0,10435.0,7548.0,7859.0,7053.0,10512.0,129.45054945054946,91.53508771929825,77.50549450549451,92.21052631578948,51.94505494505494,-0.6754385964912281,373.0,305.0,4.0989010989010985,2.675438596491228,82.94505494505495,68.93859649122807,74,84,81.31868131868131,72.80701754385964,1.4514285714285713,1.0421052631578946,1.3504953406593405,1.032461052631579,22,29,0.24175824175824176,0.2543859649122807,6,12,0.06593406593406594,0.10526315789473684,12,18,9,24,0.15,0.25,0.19148936170212766,0.32,0.23076923076923078,0.3684210526315789,10,9,8,8,0.125,0.125,0.1702127659574468,0.10666666666666667,18,17,0.5555555555555556,0.5294117647058824,19,18,4,3,2,1,0,0,19,18,0.2087912087912088,0.15789473684210525,25,20,34,28,5,4,11,15,0,0,2,2,1,1,0.3125,0.2777777777777778,0.425,0.3888888888888889,210,391,36,8,66,190,63,132,44,58,1,3,2.3076923076923075,3.4298245614035086,0.3956043956043956,0.07017543859649122,0.7252747252747253,1.6666666666666667,0.6923076923076923,1.1578947368421053,0.4835164835164835,0.5087719298245614,0.01098901098901099,0.02631578947368421,205,4.873337770636733,6.985779220698677,-1
TeSeS,104,125,104,125,77,73,59,82,0.7403846153846154,0.584,0.5673076923076923,0.656,1.305084745762712,0.8902439024390244,0.4326923076923077,0.344,10601.0,9836.0,7911.0,7541.0,9268.0,11654.0,101.9326923076923,78.688,89.11538461538461,93.232,12.817307692307692,-14.544,440.0,395.0,4.230769230769231,3.16,76.0673076923077,60.328,82,89,78.84615384615384,71.2,1.2718269230769228,0.9111999999999999,1.237361,0.92441824,25,23,0.2403846153846154,0.184,3,7,0.028846153846153848,0.056,18,17,11,20,0.23376623376623376,0.2328767123287671,0.1864406779661017,0.24390243902439024,0.27884615384615385,0.296,10,9,8,11,0.12987012987012986,0.1232876712328767,0.13559322033898305,0.13414634146341464,18,20,0.5555555555555556,0.45,22,17,6,4,1,0,0,0,22,17,0.21153846153846154,0.136,55,58,2,0,0,2,19,13,0,0,0,0,1,0,0.7142857142857143,0.7945205479452054,0.025974025974025976,0.0,210,286,48,39,45,90,55,93,62,64,0,0,2.019230769230769,2.288,0.46153846153846156,0.312,0.4326923076923077,0.72,0.5288461538461539,0.744,0.5961538461538461,0.512,0.0,0.0,229,3.2618262609756323,0.17169205323718797,0
Wicadia,92,89,92,89,78,71,62,67,0.8478260869565217,0.797752808988764,0.6739130434782609,0.7528089887640449,1.2580645161290323,1.0597014925373134,0.32608695652173914,0.24719101123595505,10849.0,9306.0,8573.0,7545.0,8564.0,9867.0,117.92391304347827,104.56179775280899,93.08695652173913,110.86516853932584,24.83695652173913,-6.303370786516854,291.0,477.0,3.1630434782608696,5.359550561797753,93.18478260869566,84.7752808988764,67,60,72.82608695652173,67.41573033707866,1.5008695652173911,1.3835955056179774,1.2898540869565216,1.1274034606741574,23,20,0.25,0.2247191011235955,3,0,0.03260869565217391,0.0,14,12,13,20,0.1794871794871795,0.16901408450704225,0.20967741935483872,0.29850746268656714,0.29347826086956524,0.3595505617977528,11,7,10,11,0.14102564102564102,0.09859154929577464,0.16129032258064516,0.16417910447761194,21,18,0.5238095238095238,0.3888888888888889,21,23,6,6,0,3,0,0,21,23,0.22826086956521738,0.25842696629213485,59,53,5,0,1,6,12,10,0,0,0,0,1,2,0.7564102564102564,0.7464788732394366,0.0641025641025641,0.0,145,156,41,26,28,34,38,48,38,48,0,0,1.576086956521739,1.752808988764045,0.44565217391304346,0.29213483146067415,0.30434782608695654,0.38202247191011235,0.41304347826086957,0.5393258426966292,0.41304347826086957,0.5393258426966292,0.0,0.0,181,2.6407277058107086,-0.10598706327811419,0
XANTARES,92,89,92,89,71,62,63,62,0.7717391304347826,0.6966292134831461,0.6847826086956522,0.6966292134831461,1.126984126984127,1.0,0.31521739130434784,0.30337078651685395,9994.0,8392.0,8296.0,6599.0,8760.0,8514.0,108.6304347826087,94.29213483146067,95.21739130434783,95.66292134831461,13.41304347826087,-1.3707865168539326,771.0,427.0,8.380434782608695,4.797752808988764,90.17391304347827,74.14606741573034,70,64,76.08695652173913,71.91011235955057,1.3707608695652171,1.1776404494382022,1.2321118695652173,1.0627688988764046,30,22,0.32608695652173914,0.24719101123595505,0,1,0.0,0.011235955056179775,8,18,15,15,0.11267605633802817,0.2903225806451613,0.23809523809523808,0.24193548387096775,0.25,0.3707865168539326,13,10,9,9,0.18309859154929578,0.16129032258064516,0.14285714285714285,0.14516129032258066,22,19,0.5909090909090909,0.5263157894736842,17,16,5,3,2,0,0,0,17,16,0.18478260869565216,0.1797752808988764,56,51,1,0,2,1,12,8,0,0,0,0,0,2,0.7887323943661971,0.8225806451612904,0.014084507042253521,0.0,182,164,60,28,25,48,54,36,43,52,0,0,1.9782608695652173,1.8426966292134832,0.6521739130434783,0.3146067415730337,0.2717391304347826,0.5393258426966292,0.5869565217391305,0.4044943820224719,0.4673913043478261,0.5842696629213483,0.0,0.0,181,1.9414442084563632,-0.7573928459283575,0
YEKINDAR,120,112,120,112,73,78,72,84,0.6083333333333333,0.6964285714285714,0.6,0.75,1.0138888888888888,0.9285714285714286,0.4,0.25,10894.0,10974.0,9282.0,8457.0,10869.0,12600.0,90.78333333333333,97.98214285714286,90.575,112.5,0.20833333333333334,-14.517857142857142,1263.0,292.0,10.525,2.607142857142857,77.35,75.50892857142857,94,83,78.33333333333333,74.10714285714286,1.02575,1.1633928571428573,1.1139904,1.061162142857143,40,24,0.3333333333333333,0.21428571428571427,7,4,0.058333333333333334,0.03571428571428571,16,17,13,23,0.2191780821917808,0.21794871794871795,0.18055555555555555,0.27380952380952384,0.24166666666666667,0.35714285714285715,11,22,11,21,0.1506849315068493,0.28205128205128205,0.1527777777777778,0.25,22,43,0.5,0.5116279069767442,17,19,4,4,1,1,0,0,17,19,0.14166666666666666,0.16964285714285715,59,54,1,0,3,9,8,13,0,0,0,0,2,1,0.8082191780821918,0.6923076923076923,0.0136986301369863,0.0,294,227,70,19,86,96,74,71,64,41,0,0,2.45,2.0267857142857144,0.5833333333333334,0.16964285714285715,0.7166666666666667,0.8571428571428571,0.6166666666666667,0.6339285714285714,0.5333333333333333,0.36607142857142855,0.0,0.0,232,5.093094947533479,-2.404457467938716,0
ZywOo,176,155,176,155,171,135,89,102,0.9715909090909091,0.8709677419354839,0.5056818181818182,0.6580645161290323,1.9213483146067416,1.3235294117647058,0.4943181818181818,0.3419354838709677,24312.0,20274.0,15466.0,14604.0,13560.0,14629.0,138.13636363636363,130.8,77.04545454545455,94.38064516129032,61.09090909090909,36.41935483870968,887.0,526.0,5.0397727272727275,3.393548387096774,87.875,94.21935483870968,144,124,81.81818181818181,80.0,1.7430113636363636,1.5535483870967741,1.5300354772727274,1.365366193548387,35,40,0.19886363636363635,0.25806451612903225,6,8,0.03409090909090909,0.05161290322580645,31,36,20,34,0.18128654970760233,0.26666666666666666,0.2247191011235955,0.3333333333333333,0.2897727272727273,0.45161290322580644,33,23,16,15,0.19298245614035087,0.17037037037037037,0.1797752808988764,0.14705882352941177,49,38,0.673469387755102,0.6052631578947368,48,33,16,12,4,2,0,1,48,33,0.2727272727272727,0.2129032258064516,33,78,93,31,4,0,33,22,0,0,1,0,4,2,0.19298245614035087,0.5777777777777777,0.543859649122807,0.22962962962962963,346,292,85,18,85,123,89,95,87,55,0,1,1.9659090909090908,1.8838709677419354,0.48295454545454547,0.11612903225806452,0.48295454545454547,0.7935483870967742,0.5056818181818182,0.6129032258064516,0.4943181818181818,0.3548387096774194,0.0,0.0064516129032258064,331,17.816331870901095,6.982480632660506,-1
alex ,61,59,61,59,51,23,40,45,0.8360655737704918,0.3898305084745763,0.6557377049180327,0.7627118644067796,1.275,0.5111111111111111,0.3442622950819672,0.23728813559322035,5533.0,3785.0,4541.0,3283.0,5745.0,6078.0,90.70491803278688,64.15254237288136,94.18032786885246,103.01694915254237,-3.4754098360655736,-38.86440677966102,182.0,332.0,2.9836065573770494,5.627118644067797,74.44262295081967,55.644067796610166,47,40,77.04918032786885,67.79661016949153,1.4121311475409835,0.5823728813559321,1.2451214426229507,0.6483269830508476,6,16,0.09836065573770492,0.2711864406779661,0,4,0.0,0.06779661016949153,8,10,12,15,0.1568627450980392,0.43478260869565216,0.3,0.3333333333333333,0.32786885245901637,0.423728813559322,5,5,4,11,0.09803921568627451,0.21739130434782608,0.1,0.24444444444444444,9,16,0.5555555555555556,0.3125,12,5,1,1,1,0,0,0,12,5,0.19672131147540983,0.0847457627118644,35,17,0,1,0,2,13,2,0,0,0,0,1,1,0.6862745098039216,0.7391304347826086,0.0,0.043478260869565216,163,146,39,16,40,50,48,43,36,37,0,0,2.6721311475409837,2.4745762711864407,0.639344262295082,0.2711864406779661,0.6557377049180327,0.847457627118644,0.7868852459016393,0.7288135593220338,0.5901639344262295,0.6271186440677966,0.0,0.0,120,-4.188827107972733,-1.693471341773526,2
